address,main_price,price_per_m2,area
"Москва, ЮАО, р-н Орехово-Борисово Южное, м. Домодедовская, Каширское шоссе, 140",8100000,230769,35.1
"Москва, ЮАО, р-н Бирюлево Восточное, м. Царицыно, Михневская улица, 8",12150000,150000,81.0
"Москва, ЮАО, р-н Бирюлево Восточное, м. Царицыно, Михневская улица, 8",12180000,150370,81.0
"Москва, ЮАО, р-н Бирюлево Восточное, м. Царицыно, Михневская улица, 8",12075000,150000,80.5
"Москва, ЮАО, р-н Донской, м. Шаболовская, 4-й Верхний Михайловский проезд, 1",37111956,377922,98.2
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23Ак2",10840000,239823,45.2
"Москва, ЮАО, р-н Донской, м. Шаболовская, 4-й Верхний Михайловский проезд, 1",27139583,351549,77.2
"Москва, ЮАО, р-н Даниловский, м. Автозаводская, Симоновская набережная",41117794,359516,114.37
"Москва, ЮАО, р-н Даниловский, м. Шаболовская, Хавская улица, 24",81202548,589706,137.7
"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Павелецкая Сити ЖК",42622824,427940,99.6
"Москва, ЮАО, р-н Даниловский, м. Автозаводская, Симоновская набережная",28679144,388501,73.82
"Москва, ЮАО, р-н Даниловский, м. Шаболовская, Композиция-24 ЖК",47711048,453527,105.2
"Москва, ЮАО, р-н Даниловский, м. Серпуховская, Дубининская улица, 59к1",43885528,419155,104.7
"Москва, ЮАО, р-н Донской, м. Шаболовская, 4-й Верхний Михайловский проезд, 1",20565894,339932,60.5
"Москва, ЮАО, р-н Донской, м. Шаболовская, 4-й Верхний Михайловский проезд, 1",14638971,487966,30.0
"Москва, ЮАО, р-н Даниловский, м. Дубровка, Восточная улица, 4Ак1",84772037,488600,173.5
"Москва, ЮАО, р-н Даниловский, м. Технопарк, Автозаводская улица",30723655,304195,101.0
"Москва, ЮАО, р-н Даниловский, м. Дубровка, Симоновская набережная",17883085,464737,38.48
"Москва, ЮАО, р-н Даниловский, м. Шаболовская, Композиция-24 ЖК",33841388,475969,71.1
"Москва, ЮАО, р-н Москворечье-Сабурово, м. Варшавская, Лайф Варшавская ЖК",20769593,230134,90.25
"Москва, ЮАО, р-н Даниловский, м. Дубровка, Восточная улица, 4Ак8",52231373,454265,114.98
"Москва, ЮАО, р-н Нагорный, м. Нагорная, ТопХиллз ЖК",40044961,381417,104.99
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, набережная Марка Шагала",26422680,244881,107.9
"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Павелецкая Сити ЖК",24793600,416000,59.6
"Москва, ЮАО, р-н Даниловский, м. Технопарк, Автозаводская улица",29249103,283147,103.3
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23Ак2",7675000,239844,32.0
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23Ак2",13410000,235263,57.0
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23Ак2",13080000,234829,55.7
"Москва, ЮАО, р-н Москворечье-Сабурово, м. Южная, Лайф Варшавская ЖК",16030363,243882,65.73
"Москва, ЮАО, р-н Нагорный, м. Нагорная, Электролитный проезд, 9к2",22372799,332780,67.23
"Москва, ЮАО, р-н Даниловский, м. Автозаводская, Симоновская набережная",19605580,400359,48.97
"Москва, ЮАО, р-н Даниловский, м. Шаболовская, Композиция-24 ЖК",17976384,468135,38.4
"Москва, ЮАО, р-н Бирюлево Восточное, м. Покровское, Михневская улица, 8",13300000,201515,66.0
"Москва, ЮАО, р-н Даниловский, м. Дубровка, Восточная улица, 4Ак1",21178276,460798,45.96
"Москва, ЮАО, р-н Донской, м. Шаболовская, 4-й Верхний Михайловский проезд, 1",15312444,442556,34.6
"Москва, ЮАО, р-н Нагатино-Садовники, м. Коломенская, Второй Нагатинский ЖК, к1",18049570,213100,84.7
"Москва, ЮАО, р-н Даниловский, м. Серпуховская, Дубининская улица, 59к1",18630117,410355,45.4
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23С120",12284074,205419,59.8
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, набережная Марка Шагала",24333685,279376,87.1
"Москва, ЮАО, р-н Даниловский, м. Технопарк, Автозаводская улица",21908451,260195,84.2
"Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Архитектора Щусева, 2к2",9000000,346154,26.0
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, улица Архитектора Щусева, 2к3",29000000,389785,74.4
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23С120",12740308,206154,61.8
"Москва, ЮАО, р-н Даниловский, м. ЗИЛ, Автозаводская улица, 23С120",12640614,204872,61.7
"Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Архитектора Щусева, 3",18000000,283465,63.5
"Москва, ЮАО, р-н Даниловский, м. Автозаводская, улица Архитектора Щусева, 3",12000000,317460,37.8
"Москва, ЮАО, р-н Даниловский, м. Павелецкая, Летниковская улица, 13",36996170,433210,85.4
