lat,lon,price

59.8610506,30.1903689,10990000

59.8647369,30.159607762505367,4684000

59.4441169,32.0440304,16914989

59.8647369,30.159607762505367,6572000

59.8647369,30.159607762505367,9169000

59.83951,30.181499,5350000

59.8647369,30.159607762505367,18181000

59.8647369,30.159607762505367,14707000

59.851514,30.2631861,12800000

59.83951,30.181499,4880000

59.4441169,32.0440304,6850000

59.4441169,32.0440304,18500000

59.4441169,32.0440304,9100000

59.8343697,30.1770884,9900000

59.8513504,30.21892345252443,11500000

59.851514,30.2631861,16500000

59.851514,30.2631861,5200000

59.83951,30.181499,2250000

59.860184000000004,30.145541402596315,11750000

59.8342154,30.214387,8199000

59.4441169,32.0440304,5200000

59.4441169,32.0440304,5150000

59.8550991,30.153017369561265,13300000

59.8484164,30.1487219,11099000

59.84158995,30.13298425,5200000

59.851514,30.2631861,10249000

59.8330967,30.1842602,4000000

59.9968308,29.7666112,3450000

59.86788,30.1679518,11000000

59.8342154,30.214387,4100000

59.4441169,32.0440304,6000000

59.851514,30.2631861,5882400

59.8610506,30.1903689,5780000

59.86788,30.1679518,7700000

59.7041041,30.3701618,9180000

59.851514,30.2631861,6570000

59.8330967,30.1842602,4900000

59.83951,30.181499,14500000

59.851514,30.2631861,4500000

59.851514,30.2631861,10500000

59.8330967,30.1842602,5100000

59.83623975,30.170258300270028,6890000

59.8330967,30.1842602,4750000

59.4441169,32.0440304,13350000

59.8342154,30.214387,13800000

59.8484164,30.1487219,4450000

59.8343697,30.1770884,4900000

59.851514,30.2631861,10190000

59.860184000000004,30.145541402596315,7240800

59.4441169,32.0440304,23423205

59.4441169,32.0440304,19994910

59.8626957,30.1942616,5700000

59.851514,30.2631861,13200000

59.8484164,30.1487219,6150000

59.8330967,30.1842602,3499000

59.4441169,32.0440304,7199000

59.4441169,32.0440304,6000000

59.854891,30.1876674,5200000

59.9968308,29.7666112,3200000

59.8610506,30.1903689,5749000

59.8330967,30.1842602,3650000

59.7041041,30.3701618,4650000

59.854891,30.1876674,7250000

59.86788,30.1679518,16500000

59.8342154,30.214387,3650000

59.8342154,30.214387,3450000

59.8330967,30.1842602,3400000

59.851514,30.2631861,7890000

59.8513504,30.21892345252443,7600000

59.851514,30.2631861,4450000

59.851514,30.2631861,9350000

59.8484164,30.1487219,26976000

59.8610458,30.14026,15000000

59.851514,30.2631861,7500000

59.8342154,30.214387,3800000

59.853246,30.214983,4589640

59.8647369,30.159607762505367,9014000

59.7173326,30.049165419835454,3500000

59.8484164,30.1487219,28896000

59.851514,30.2631861,9290000

59.851514,30.2631861,16900000

59.860184000000004,30.145541402596315,7157000

59.4441169,32.0440304,21791700

59.8342154,30.214387,3900088

59.853246,30.214983,10482300

59.8484164,30.1487219,22900000

59.851514,30.2631861,13000000

59.8647369,30.159607762505367,7172000

59.8647369,30.159607762505367,10206000

59.8647369,30.159607762505367,13023000

59.4441169,32.0440304,14635799

59.860184000000004,30.145541402596315,19220300

59.8647369,30.159607762505367,9546000

59.8647369,30.159607762505367,9678000

59.8647369,30.159607762505367,10773000

59.7041041,30.3701618,11110000

59.853246,30.214983,6666240

59.8484164,30.1487219,22100000

59.8626957,30.1942616,6500000

59.8484164,30.1487219,27040000

59.860184000000004,30.145541402596315,15080400

59.8647369,30.159607762505367,5920000

59.8647369,30.159607762505367,10230000

59.8484164,30.1487219,27712000

59.8647369,30.159607762505367,9169000

59.8647369,30.159607762505367,14989000

59.8647369,30.159607762505367,5022000

59.4441169,32.0440304,7353000

59.4441169,32.0440304,14665000

59.860184000000004,30.145541402596315,19064600

59.860184000000004,30.145541402596315,10216800

59.8342154,30.214387,4100078

59.8647369,30.159607762505367,9101000

59.8647369,30.159607762505367,9131000

59.853246,30.214983,10595340

59.8647369,30.159607762505367,10878000

59.8647369,30.159607762505367,7883000

59.853246,30.214983,6352080

59.8647369,30.159607762505367,9266000

59.4441169,32.0440304,10096400

59.8647369,30.159607762505367,12792000

