address,main_price,price_per_m2,area
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Светлый мкр",2448200,77475,31.6
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Светлый мкр",1494400,80344,18.6
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2500000,88652,28.2
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2600000,83898,30.99
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Дорожная улица, 18",4135040,72800,56.8
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Ривер Парк ЖК",4784622,74865,63.91
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Дорожная улица, 18",4864200,60500,80.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Дорожная улица, 18",5368750,62500,85.9
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Шишимская Горка ЖК",8790000,100687,87.3
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Мраморская улица, 4",10890000,101681,107.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Шишимская Горка ЖК",11250000,121490,92.6
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Шишимская Горка ЖК",14090000,87624,160.8
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, улица Славянская, 51",4400000,78014,56.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Светлый мкр",1718500,89974,19.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, улица Бородина, 9",2490000,57907,43.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, улица Косарева, 5",2590000,57684,44.9
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2650000,86686,30.57
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Светлый мкр",2655000,87914,30.2
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2850000,83676,34.06
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, Дорожная улица, 18",2990000,76353,39.16
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, улица Ляпустина, 25",3100000,76543,40.5
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Светлый мкр",3190000,85067,37.5
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, улица Зои Космодемьянской, 44/2",3427000,74500,46.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, улица Крестинского, 35",3600000,97297,37.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, улица Братская, 27к1",3650000,92640,39.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Рудный, улица Круговая, 18",3702000,55171,67.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Ривер Парк ЖК",3847456,84061,45.77
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Рощинская улица, 46/2",3901500,67500,57.8
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Рощинская улица, 29",5200000,81250,64.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Светлый мкр",1718500,89974,19.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Светлый мкр",2655000,87914,30.2
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Ривер Парк ЖК",4409068,73484,60.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Шишимская Горка ЖК",14160000,88833,159.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2650000,86686,30.57
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Светлый мкр",3990000,80120,49.8
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, улица Зои Космодемьянской, 44/2",3427000,74500,46.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Ривер Парк ЖК",5759458,72355,79.6
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, улица Братская, 27к1",3650000,92640,39.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, улица 8 Марта, 167",6890000,103144,66.8
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Рощинская улица, 63",7690000,106806,72.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, улица 8 Марта, 167",8610000,111818,77.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, улица Родонитовая",9450000,84450,111.9
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, м. Чкаловская, Ботанический Сад ЖК",14300000,102362,139.7
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",5350000,70795,75.57
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2850000,83676,34.06
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Рудный, улица Круговая, 18",3702000,55171,67.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, м. Чкаловская, переулок Шаронова, 33",4600000,106877,43.04
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, м. Чкаловская, переулок Шаронова, 33",6200000,91811,67.53
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, м. Чкаловская, улица Циолковского, 29",10990000,152639,72.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, переулок Трактористов, 4",6450000,93343,69.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, улица Умельцев, 7",1200000,85714,14.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, улица Юлиуса Фучика, 11",8100000,95294,85.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, Авиационная улица, 75",3740000,63497,58.9
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Елизавет, улица Бисертская, 22",2850000,64773,44.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, улица Академика Шварца, 16к1",4550000,95388,47.7
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Дорожная улица, 18",3437350,80500,42.7
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Елизавет, м. Ботаническая, улица Бисертская, 27",3670000,70713,51.9
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Ривер Парк ЖК",5074159,70182,72.3
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, м. Ботаническая, улица Академика Шварца, 8к1",7950000,94418,84.2
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Ривер Парк ЖК",4349549,72012,60.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Алтайская улица, 66",2799000,65550,42.7
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Просторная улица, 87",5490000,77542,70.8
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, улица Титова, 8к2",3400000,70833,48.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Солнечный, улица Счастливая, 3",5850000,101386,57.7
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, улица Братская, 18",2199000,70935,31.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, улица Титова, 10",3000000,73171,41.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, переулок Ремесленный, 6",4650000,84545,55.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Солнечный, улица Чемпионов, 1",3200000,88889,36.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, м. Чкаловская, улица 8 Марта, 171",7800000,104418,74.7
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Рощинская улица, 27",2150000,93074,23.1
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Елизавет, улица Бисертская, 26",3550000,55906,63.5
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, Светлый мкр, 5",4100000,89130,46.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Автовокзал, улица Щорса, 103",5100000,127500,40.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Химмаш, улица Грибоедова, 12",2300000,74434,30.9
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Светлый мкр, 7",4650590,71219,65.3
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Ботанический, улица Родонитовая, 23А",8000000,106101,75.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Дорожная улица, 18",5533840,62600,88.4
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",4050000,77216,52.45
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Дорожная улица, 18",5231600,63800,82.0
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Уктус, м. Ботаническая, Светлый мкр",1494400,80344,18.6
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, м. Ботаническая, Весна ЖК",2650000,86686,30.57
"Свердловская область, Екатеринбург, р-н Чкаловский, мкр. Вторчермет, Дорожная улица, 17",2970000,89728,33.1
