address,main_price,price_per_m2,area
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Ефремова, 10с1к4/2",160000000,1114983,143.5
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",59976000,490000,122.4
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",174549900,903000,193.3
"Москва, ЦАО, р-н Тверской, м. Менделеевская, улица Палиха, 4",74525400,666000,111.9
"Москва, ЦАО, р-н Пресненский, м. Пушкинская, Большой Козихинский переулок, 25",367000000,1898603,193.3
"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, Еропкинский переулок, 16/23",551234249,1401206,393.4
"Москва, ЦАО, р-н Арбат, м. Арбатская, Большой Афанасьевский переулок, 28",290316704,1402496,207.0
"Москва, ЦАО, р-н Мещанский, м. Трубная, переулок Печатников, 19С1",56524000,520000,108.7
"Москва, ЦАО, р-н Тверской, м. Трубная, Петровский бульвар, 17/1",189262500,952025,198.8
"Москва, ЦАО, р-н Якиманка, м. Октябрьская, 2-й Спасоналивковский переулок, 6",199125000,1250000,159.3
"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, переулок Хилков, 1",810000000,2093023,387.0
"Москва, ЦАО, р-н Тверской, м. Новослободская, улица Фадеева, 4А",164999990,799419,206.4
"Москва, ЦАО, р-н Тверской, м. Маяковская, улица Фадеева, 4А",185000000,1233333,150.0
"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, улица Бурденко, 3",180000000,1097561,164.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11А",107000000,710963,150.5
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Ефремова, 10к1",177000000,1041176,170.0
"Москва, ЦАО, р-н Хамовники, м. Парк Культуры, Бутиковский переулок, 3",366317999,1308279,280.0
"Москва, ЦАО, р-н Тверской, м. Маяковская, 4-я Тверская-Ямская улица, 22к2",71134000,769848,92.4
"Москва, ЦАО, р-н Арбат, м. Арбатская, Поварская улица, 8/1к1",83902500,825000,101.7
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Усачева, 11Б",107000000,699346,153.0
"Москва, ЦАО, р-н Мещанский, м. Трубная, переулок Печатников, 19С1",92976000,520000,178.8
"Москва, ЦАО, р-н Якиманка, м. Третьяковская, 3-й Кадашевский переулок, 7-9С1",165000000,723684,228.0
"Москва, ЦАО, р-н Красносельский, м. Комсомольская, Большая Спасская улица, 37",59788354,499485,119.7
"Москва, ЦАО, р-н Хамовники, м. Киевская, улица Плющиха, 37",230000000,1467773,156.7
"Москва, ЦАО, р-н Хамовники, м. Александровский сад, улица Знаменка, 15",64500000,424342,152.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11Ж",128000000,900141,142.2
"Москва, ЦАО, р-н Таганский, м. Китай-город, Славянская площадь, 2/5/4с5",260875000,1250000,208.7
"Москва, ЦАО, р-н Красносельский, м. Комсомольская, Большая Спасская улица, 35",43078319,511619,84.2
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Ефремова, 10с1к4/2",160000000,1114983,143.5
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Ефремова, 10с1к4/5",74500000,1057788,70.43
"Москва, ЦАО, р-н Тверской, м. Маяковская, улица Фадеева, 4А",210000000,1060606,198.0
"Москва, ЦАО, р-н Пресненский, м. Деловой центр, набережная Пресненская, 8с1",79500000,354911,224.0
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Усачева, 11к2.4",127890000,864122,148.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11Е",119450000,791060,151.0
"Москва, ЦАО, р-н Тверской, м. Новослободская, улица Фадеева, 4А",210000000,1050000,200.0
"Москва, ЦАО, р-н Пресненский, м. Деловой центр, Мантулинская улица, 9к6",38500000,451348,85.3
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11Е",128000000,900141,142.2
"Москва, ЦАО, р-н Якиманка, м. Третьяковская, Софийская набережная, 34",87645616,613765,142.8
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11к2.4",127990000,870680,147.0
"Москва, ЦАО, р-н Пресненский, м. Деловой центр, набережная Пресненская, 8с1",79500000,354911,224.0
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Ходынская улица, 2",35900000,747917,48.0
"Москва, ЦАО, р-н Хамовники, м. Киевская, Погодинская улица, 2",185099999,886919,208.7
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11к2.4",128000000,882759,145.0
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Сергея Макеева, 9к3",150000000,909091,165.0
"Москва, ЦАО, р-н Арбат, м. Смоленская, улица Арбат, 39",246905710,781100,316.1
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Ефремова, 19к2",228578468,1296531,176.3
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Усачева, 11Е",118000000,776316,152.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11А",120000000,868244,138.21
"Москва, ЦАО, р-н Арбат, м. Арбатская, улица Арбат, 24",184829874,1022855,180.7
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Ефремова, 10с1к4/2",131561240,1079255,121.9
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11к2.4",226860000,889647,255.0
"Москва, ЦАО, р-н Тверской, м. Белорусская, улица Александра Невского, 27",92170000,658357,140.0
"Москва, ЦАО, р-н Пресненский, Московский международный деловой центр Москва-Сити тер.",55500000,694618,79.9
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, улица Сергея Макеева, 9к1",150000000,909091,165.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Ефремова, 19к3",349115024,1508056,231.5
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Ефремова, 10с1к4/5",99000000,621469,159.3
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11К",115749637,832731,139.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Ефремова, 10с1к4/5",74500000,1057788,70.43
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Усачева, 11К",350000000,921053,380.0
"Москва, ЦАО, р-н Пресненский, м. Маяковская, Большая Садовая улица, 5к1",76617300,543000,141.1
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11Б",107000000,699346,153.0
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11Б",87000000,829361,104.9
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11Б",103000000,670573,153.6
"Москва, ЦАО, р-н Пресненский, м. Тестовская, 1-й Красногвардейский проезд, 22с1",51500000,509397,101.1
"Москва, ЦАО, р-н Арбат, м. Арбатская, улица Арбат, 31С2",77000000,592308,130.0
"Москва, ЦАО, р-н Пресненский, м. Выставочная, 1-й Красногвардейский проезд, 22с2",32900000,548333,60.0
"Москва, ЦАО, р-н Замоскворечье, м. Третьяковская, Большой Ордынский переулок, 4С4",109000000,1068627,102.0
"Москва, ЦАО, р-н Тверской, м. Охотный ряд, улица Охотный Ряд, 2",319861551,1538536,207.9
"Москва, ЦАО, р-н Якиманка, м. Полянка, улица Малая Полянка, 2",98000000,685315,143.0
"Москва, ЦАО, р-н Красносельский, м. Комсомольская, Большая Спасская улица, 37",28924012,427238,67.7
"Москва, ЦАО, р-н Арбат, м. Арбатская, Поварская улица, 8/1к1",110320000,788000,140.0
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Усачева, 2С3",127000000,882557,143.9
"Москва, ЦАО, р-н Пресненский, м. Выставочная, 1-й Красногвардейский проезд, 22с2",32900000,530645,62.0
"Москва, ЦАО, р-н Тверской, м. Охотный ряд, улица Охотный Ряд, 2",314795373,1868222,168.5
"Москва, ЦАО, р-н Пресненский, м. Тестовская, 1-й Красногвардейский проезд, 22с1",28500000,556641,51.2
"Москва, ЦАО, р-н Якиманка, м. Полянка, улица Малая Полянка, 2",98000000,685315,143.0
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, 2-я Звенигородская улица, 12с221",251465760,936000,268.66
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Ходынская улица, 2",31500000,474398,66.4
"Москва, ЦАО, р-н Хамовники, м. Спортивная, улица Усачева, 11к5.1",120000000,868244,138.21
"Москва, ЦАО, р-н Таганский, м. Китай-город, Славянская площадь, 2/5/4с5",70597800,862000,81.9
"Москва, ЦАО, р-н Пресненский, м. Выставочная, 1-й Красногвардейский проезд, 22с2",32900000,548333,60.0
"Москва, ЦАО, р-н Пресненский, м. Выставочная, 1-й Красногвардейский проезд, 22с2",32900000,566265,58.1
"Москва, ЦАО, р-н Пресненский, м. Международная, 1-й Красногвардейский проезд, 22с2",28500000,458937,62.1
"Москва, ЦАО, р-н Арбат, м. Арбатская, улица Арбат, 24",173762864,968038,179.5
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Большой Тишинский переулок, 45",90000000,566038,159.0
"Москва, ЦАО, р-н Пресненский, м. Улица 1905 года, Столярный переулок, 3к34",69000000,610619,113.0
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, улица Усачева, 11К",350000000,921053,380.0
"Москва, ЦАО, р-н Хамовники, м. Фрунзенская, Трубецкая улица, 12",161200000,964115,167.2
"Москва, ЦАО, р-н Якиманка, м. Шаболовская, улица Шаболовка, 10к1",240000000,685714,350.0
"Москва, ЦАО, р-н Пресненский, м. Белорусская, Средний Тишинский переулок, вл5-7",555395332,1122237,494.9
"Москва, ЦАО, р-н Таганский, м. Китай-город, Серебрянический переулок",220480000,744865,296.0
